zip_code,specialty,provider_density_per_10k,specialty_mix_pct,medicare_claims_per_provider,avg_services_per_beneficiary,pct_population_over_65,pct_poverty,distance_to_nearest_provider_miles,is_in_healthcare_gov_service_area,access_gap_target
25795,Cardiology,2.841110425223353,0.5054864476743688,169.47698754915595,3.7664531981150002,0.1589991514773094,0.22254276765108305,15.7809460219361,1,1
10860,Mental Health,3.492844596028333,0.6315457180268291,305.1945723054338,3.6022470208264297,0.13588618898594199,0.21139896818745219,16.985454661114915,0,1
86820,Primary Care,6.9348969044202935,0.1692115323484448,195.20239247770624,5.9729099451762995,0.14635221259351358,0.27301471505242353,12.015562691251189,1,0
64886,Primary Care,0.5677280309716268,0.7227564231122965,278.38253478372224,2.0092091768187905,0.14551578222046385,0.23321936322097458,12.759768092505242,1,1
16265,Primary Care,4.913094750054541,0.10861679211125291,538.6552604576063,2.290519645802342,0.22821571984424777,0.17708887189114808,6.374832285940938,1,0
92386,Mental Health,4.990354850750807,0.35903663427197874,503.37979053359805,1.5677032116314336,0.3111993952970365,0.2979579481159076,18.002514813404876,1,1
47194,Mental Health,3.474948322576715,0.11919421698086036,396.52193316399024,5.5877150482687235,0.11990126924812641,0.1165269890423248,1.4599148440280667,0,0
97498,Cardiology,2.2777089283125216,0.37508195774170394,521.9662168381069,4.889056222292254,0.27673907962335564,0.2582979149463635,7.623446919414068,1,0
54131,Cardiology,2.260055286961633,0.4680688192113267,481.0748139594871,5.1116955572842375,0.2635866149132144,0.15669759304847986,14.714208009447264,1,1
70263,Cardiology,7.127822522455644,0.4581769706070583,285.94171251248974,5.513818939822544,0.3181299879573406,0.21218378471893357,2.5217006837520635,1,0
26023,Primary Care,3.8151828033714317,0.21593984291978574,160.5858336274698,3.6244999336291914,0.1610368901267268,0.23181711761310853,4.4802210211375595,1,0
51090,Primary Care,2.9816702224187894,0.5520183570669287,332.8105720051366,3.2559659572536184,0.21252746467125738,0.2084385217975841,12.196428829394172,1,1
77221,Cardiology,3.8658318037355226,0.13134491535326775,454.92588539070255,2.6519573683280826,0.33145684361087935,0.08512682577714832,11.6398797578076,0,1
74820,Primary Care,5.52042801094521,0.6333347740926908,290.0307793012762,3.9460730717392773,0.26499836253382925,0.1607377526869832,15.039637626488146,0,1
10769,Cardiology,1.5931742618356377,0.7626511037954824,416.72455038114344,3.271391983949113,0.1971921032153992,0.1903595944832811,16.439640142675266,1,1
69735,Mental Health,3.870753764103033,0.33783817900578256,101.88008446007399,3.2578279330278757,0.13285309571381712,0.2622609397946492,3.4430119917217135,1,0
72955,Cardiology,4.909132783327902,0.4620675672000324,461.4026050042719,5.6846393186556945,0.16562125197514777,0.16091143719964307,1.349238805729599,0,0
74925,Mental Health,7.6143751613857535,0.3652371946411701,496.9924909411841,5.9201575713956505,0.2453038693723458,0.2796868262010629,14.103131873519215,1,0
77969,Primary Care,2.3939583655656445,0.10469727321284197,438.76082067929764,4.982421946647904,0.27954198689012844,0.16009355575630269,6.726444119560825,1,0
15311,Cardiology,3.1943806093718417,0.3701121520265812,581.9949731395011,4.783790451234641,0.13110547171297338,0.18719496481575293,12.893694364441119,1,1
93104,Primary Care,3.3451894244181783,0.6542041814829426,504.6586316033522,4.4027908088955074,0.24989931501101348,0.24907142073570027,3.8603471731822694,1,0
63707,Mental Health,5.041536182336621,0.5171921895284373,546.7015503320961,1.8303742616675684,0.23758781970968773,0.1957669211055359,9.911760886653294,1,0
95305,Mental Health,3.1754903978000124,0.17088194023061126,563.4640959017064,1.2955291043782726,0.22848886167267698,0.29005451809570615,10.584070175205301,1,1
38693,Mental Health,4.501339439747717,0.6929976427856496,490.74139553059473,4.453631575566316,0.27253077942050197,0.21508395762853189,12.116478511091106,1,0
81932,Primary Care,6.363427473837721,0.47175974141967003,420.8423631035745,4.64393111128288,0.30936239877086547,0.18067736351690028,10.750230310280722,1,0
35658,Primary Care,5.790391955841526,0.6892063532212733,53.14521974843411,1.234864955490699,0.18074742079421707,0.05589799194519897,10.418124634345563,1,0
94478,Primary Care,3.847764848844392,0.5061550631495206,306.2041642727186,5.64025875114424,0.32225304752773987,0.15343322439508245,7.321948925693255,0,1
28431,Primary Care,6.981621332556267,0.4917819113865579,364.13926424229857,1.4557031972233876,0.14015840315463768,0.12481210481504011,2.3524244900436386,0,0
12747,Mental Health,4.686051871953971,0.17368142963790867,217.2166498463998,2.4295026688560117,0.1432559674377911,0.23702641697187232,2.700883739140004,1,0
69150,Mental Health,4.549293796266594,0.21715181319703958,224.95744579690964,4.361949063993523,0.16669301590598096,0.10206941878838645,9.24178721373592,1,0
75725,Cardiology,0.7564082445436864,0.7804176795476138,578.6376786405908,1.8493629720223816,0.12988271738676946,0.10130502182351796,7.760069428598868,1,1
94654,Cardiology,7.9001973526787115,0.25994072272833957,540.4409758615102,1.2770794422112222,0.1575798061707194,0.0973797608093442,10.806561288815459,1,0
45773,Primary Care,1.4222810639722003,0.7842164825932576,517.0484530259373,2.6557324458207487,0.12660294072571115,0.08140390328905898,6.791925215869072,1,1
77435,Mental Health,2.2334818432073495,0.4723388945669844,273.30649093836087,4.829857874275895,0.30543810424634754,0.12775175091772184,14.070291737651162,1,1
66886,Mental Health,0.8877262793114522,0.195052332944756,57.534202724903,3.068393394926302,0.13474224797165615,0.27148052861085625,17.4151416181807,1,1
76803,Mental Health,5.300022251276853,0.16951154192758508,94.12223555064274,4.264864609539696,0.2868243893899642,0.24373211807648876,6.678400586950486,1,0
41551,Cardiology,2.1852588272951,0.246204849494018,221.70800251968203,3.8980954861406834,0.11197846697833344,0.23381280407669836,4.666696150841544,0,1
21394,Cardiology,1.8500782810454262,0.7479461310177351,58.65860214762234,1.111092410127902,0.33713008187847876,0.24933420141249069,3.2074309108276933,1,0
79092,Mental Health,1.1641668816743105,0.3899051570297588,59.43238005335896,5.942699935228533,0.2777900218819415,0.11735447233239292,12.708826770845437,1,1
13890,Mental Health,1.2748171784301174,0.3768039875950401,554.131815903326,1.2071404440969387,0.10169913714652795,0.27186042268812194,9.433263831670818,1,1
51606,Mental Health,4.885030253319416,0.3192443827491218,438.38717616547973,5.839013688242425,0.2909641250500535,0.0843258437854011,4.57229862672949,1,0
90038,Cardiology,5.661558993999466,0.20294329539661188,219.92579453748397,3.749320891821991,0.2285204801915463,0.1340864316788955,13.409597932545253,1,0
97313,Mental Health,3.4803424134830077,0.4414958380346845,122.95451768052423,5.815795135325333,0.2948412925837799,0.19668702974183572,3.8211804771004036,1,0
20627,Mental Health,4.099228111940549,0.1910334477577971,331.3996448422924,1.5737679970691771,0.2306242022226471,0.07572627208550016,11.531713411111099,1,0
18792,Primary Care,5.644758019872381,0.6848361654676294,52.940388469900455,3.452042595927566,0.2602562144088386,0.23253254694410624,11.015819250880028,0,0
83969,Primary Care,0.6303484263910972,0.3592778903927145,566.1275591219792,1.8475204593302932,0.2965829138487601,0.14681151205086873,14.950328222535584,1,1
53001,Cardiology,2.9234799280270893,0.36236249744725746,278.148315663921,1.254874385112212,0.20127701364696415,0.24610141640210004,2.0470831588726686,0,0
86552,Mental Health,7.798233110527598,0.43180449993820913,271.28422538053303,4.087645575311558,0.10067703745511303,0.1732240713961507,17.869585705175275,1,1
33897,Mental Health,4.8508417227160106,0.4108893992160262,264.8264841699802,2.038917104808457,0.3124866239862971,0.09521863110633409,14.35684279678957,0,1
78148,Primary Care,2.4066843492311993,0.7964005811415251,88.13058171327062,3.93848509143773,0.19522259065616565,0.2336904528388361,5.106393968626483,1,0
33483,Cardiology,4.412975349771599,0.48176678485281177,401.0772318855046,1.561822409744928,0.22401068150414577,0.11303598895973589,4.484701623585053,0,0
58555,Primary Care,3.069901160906865,0.16174119265290948,453.1519907955944,2.659932357163514,0.10194166053849218,0.17270257531701072,9.201544068731884,0,0
27159,Primary Care,4.491837416197243,0.524814139103851,421.86896867355966,4.9081627902662355,0.2230230025875245,0.0688833172892269,16.53374126134734,1,1
90077,Primary Care,1.4430613385498663,0.206109005008916,126.13952133116688,3.185257609210938,0.34662185039293236,0.2044666636030092,17.016049869643034,1,1
45920,Primary Care,1.4953599036445804,0.12165635131193939,368.3620924195759,4.138727074486682,0.16956691520469241,0.2164644415540693,10.888665750648277,0,1
77121,Mental Health,1.5765677152954465,0.7795195075740737,363.21646629473963,4.23728970372773,0.1988545675605945,0.14466855249319588,17.35540639104801,1,1
79479,Mental Health,7.548648439451313,0.6414772240741947,527.6259333677601,5.218775219936468,0.2717974991171691,0.28860569508026845,1.1034304746421209,1,0
99475,Primary Care,5.996741887560064,0.7860762946896369,258.52021210660587,2.6246139720332065,0.30369841688091465,0.2685422303705171,1.6683179991003356,1,0
29457,Cardiology,1.7178642099674066,0.4345149136155697,254.31726901268883,4.436477812912588,0.20434790600152508,0.22698522893499867,18.324610279098113,0,1
